0.PE2-PESTF_0.1	842803	848622		YPO_RS04835	5819
0.PE2-PESTF_0.1	848635	850323		YPO_RS04840	1688
0.PE2-PESTF_0.1	850331	856789		YPO_RS04845	6458
0.PE2-PESTF_0.1	1071549	1071743		YPO_RS05785	194
0.PE2-PESTF_0.1	1071907	1072254		YPO_RS05790	347
0.PE2-PESTF_0.1	1072398	1074620		YPO_RS05795	2222
0.PE2-PESTF_0.1	1074635	1074720		YPO_RS05800	85
0.PE2-PESTF_0.1	1074923	1074926		YPO_RS05800	3
0.PE2-PESTF_0.1	1075059	1075182		YPO_RS05800	123
0.PE2-PESTF_0.1	1085925	1085926		tssB	1
0.PE2-PESTF_0.1	1086030	1086136		tssB	106
0.PE2-PESTF_0.1	1109070	1111436		YPO_RS05920	2366
0.PE2-PESTF_0.1	1111440	1111637		YPO_RS05925	197
0.PE2-PESTF_0.1	1112076	1113353		YPO_RS05930	1277
0.PE2-PESTF_0.1	1113366	1116485		YPO_RS05935	3119
0.PE2-PESTF_0.1	1116620	1118110		YPO_RS05940	1490
0.PE2-PESTF_0.1	1118388	1118975		YPO_RS05945	587
0.PE2-PESTF_0.1	1119829	1130946		yapH	11117
0.PE2-PESTF_0.1	1131049	1132929		YPO_RS05955	1880
0.PE2-PESTF_0.1	1133325	1133411		YPO_RS05960	86
0.PE2-PESTF_0.1	1133492	1134367		YPO_RS05965	875
0.PE2-PESTF_0.1	1134575	1136392		YPO_RS05970	1817
0.PE2-PESTF_0.1	1137111	1138667		YPO_RS05975	1556
0.PE2-PESTF_0.1	1138745	1139977		pepT	1232
0.PE2-PESTF_0.1	1140365	1142437		YPO_RS05985	2072
0.PE2-PESTF_0.1	1217391	1217402		YPO_RS06325	11
0.PE2-PESTF_0.1	1218461	1218462		YPO_RS06330	1
0.PE2-PESTF_0.1	1220120	1220121		YPO_RS06340	1
0.PE2-PESTF_0.1	1221219	1221220		YPO_RS06340	1
0.PE2-PESTF_0.1	1221601	1221602		YPO_RS06340	1
0.PE2-PESTF_0.1	1659299	1659311		tssK	12
0.PE2-PESTF_0.1	1668237	1668238		YPO_RS08350	1
0.PE2-PESTF_0.1	1904870	1904873		yapJ	3
0.PE2-PESTF_0.1	2237353	2237380		YPO_RS10835	27
0.PE2-PESTF_0.1	2434882	2435008		selD	126
0.PE2-PESTF_0.1	2505131	2505133		osmB	2
0.PE2-PESTF_0.1	2520343	2520404		rsxC	61
0.PE2-PESTF_0.1	2550507	2550543		YPO_RS12340	36
0.PE2-PESTF_0.1	2554373	2554633		YPO_RS12355	260
0.PE2-PESTF_0.1	2554658	2555065		YPO_RS12360	407
0.PE2-PESTF_0.1	2555162	2555608		YPO_RS12365	446
0.PE2-PESTF_0.1	2555780	2556832		YPO_RS12370	1052
0.PE2-PESTF_0.1	2556844	2557161		YPO_RS12375	317
0.PE2-PESTF_0.1	2557164	2557415		YPO_RS12380	251
0.PE2-PESTF_0.1	2557451	2557684		YPO_RS12385	233
0.PE2-PESTF_0.1	2557749	2559461		YPO_RS12390	1712
0.PE2-PESTF_0.1	2559474	2559761		YPO_RS12395	287
0.PE2-PESTF_0.1	2559765	2560790		YPO_RS12400	1025
0.PE2-PESTF_0.1	2560790	2562034		YPO_RS12405	1244
0.PE2-PESTF_0.1	2562123	2562371		YPO_RS12410	248
0.PE2-PESTF_0.1	2562568	2562765		YPO_RS12415	197
0.PE2-PESTF_0.1	2898280	2898285		YPO_RS13845	5
0.PE2-PESTF_0.1	2973846	2973850		proW	4
0.PE2-PESTF_0.1	3058043	3058503		YPO_RS14610	460
0.PE2-PESTF_0.1	3236861	3236888		hscA	27
0.PE2-PESTF_0.1	3332112	3332118		YPO_RS15865	6
0.PE2-PESTF_0.1	3649935	3649936		YPO_RS17290	1
0.PE2-PESTF_0.1	3757221	3757288		YPO_RS17810	67
0.PE2-PESTF_0.1	4017866	4017867		YPO_RS19000	1
0.PE2-PESTF_0.1	4176218	4176220		YPO_RS19645	2
0.PE2-PESTF_0.1	4194695	4194700		YPO_RS19740	5
0.PE2-PESTF_0.1	4223143	4223145		YPO_RS19870	2
0.PE2-PESTF_0.1	4385874	4385877		YPO_RS20660	3
0.PE2-PESTF_0.1	4389732	4389734		YPO_RS20670	2
ABI745_HiSeqL5L6	582	584		mioC	2
ABI745_HiSeqL5L6	4948	4951		ravA	3
ABI745_HiSeqL5L6	11271	11276		YPO_RS01060	5
ABI745_HiSeqL5L6	14440	14446		YPO_RS01080	6
ABI745_HiSeqL5L6	14918	14919		YPO_RS01080	1
ABI745_HiSeqL5L6	18096	18111		YPO_RS01090	15
ABI745_HiSeqL5L6	26154	26163		YPO_RS01125	9
ABI745_HiSeqL5L6	29240	29242		hemN	2
ABI745_HiSeqL5L6	30032	30035		hemN	3
ABI745_HiSeqL5L6	35542	35544		typA	2
ABI745_HiSeqL5L6	36912	36921		typA	9
ABI745_HiSeqL5L6	37714	37723		yihX	9
ABI745_HiSeqL5L6	39360	39385		YPO_RS01180	25
ABI745_HiSeqL5L6	39522	39523		YPO_RS01180	1
ABI745_HiSeqL5L6	39924	39931		YPO_RS01180	7
ABI745_HiSeqL5L6	39998	40000		YPO_RS01180	2
ABI745_HiSeqL5L6	40206	40240		YPO_RS01185	34
ABI745_HiSeqL5L6	40626	40634		YPO_RS01185	8
ABI745_HiSeqL5L6	40765	40792		YPO_RS01185	27
ABI745_HiSeqL5L6	40924	40976		YPO_RS01185	52
ABI745_HiSeqL5L6	41064	41082		YPO_RS01185	18
ABI745_HiSeqL5L6	48869	48885		recG	16
ABI745_HiSeqL5L6	48926	48938		recG	12
ABI745_HiSeqL5L6	50765	50800		spoT	35
ABI745_HiSeqL5L6	54150	54171		ligB	21
ABI745_HiSeqL5L6	54408	54411		ligB	3
ABI745_HiSeqL5L6	59622	59632		slmA	10
ABI745_HiSeqL5L6	61797	61806		YPO_RS01280	9
ABI745_HiSeqL5L6	63433	63436		mutM	3
ABI745_HiSeqL5L6	67095	67116		rfaC	21
ABI745_HiSeqL5L6	74747	74748		envC	1
ABI745_HiSeqL5L6	75284	75287		gpmM	3
ABI745_HiSeqL5L6	76086	76091		gpmM	5
ABI745_HiSeqL5L6	78330	78352		gpsA	22
ABI745_HiSeqL5L6	78952	78953		gpsA	1
ABI745_HiSeqL5L6	84779	84782		YPO_RS01405	3
ABI745_HiSeqL5L6	85709	85712		YPO_RS01420	3
ABI745_HiSeqL5L6	89895	89898		YPO_RS01435	3
ABI745_HiSeqL5L6	92817	92830		YPO_RS01445	13
ABI745_HiSeqL5L6	94464	94486		YPO_RS01455	22
ABI745_HiSeqL5L6	97927	97934		YPO_RS01475	7
ABI745_HiSeqL5L6	99207	99212		fpr	5
ABI745_HiSeqL5L6	105908	105991		YPO_RS01515	83
ABI745_HiSeqL5L6	106071	106119		YPO_RS01515	48
ABI745_HiSeqL5L6	106166	106239		YPO_RS01515	73
ABI745_HiSeqL5L6	106368	106370		YPO_RS01515	2
ABI745_HiSeqL5L6	106473	106498		YPO_RS01520	25
ABI745_HiSeqL5L6	106533	106544		YPO_RS01520	11
ABI745_HiSeqL5L6	106705	106744		YPO_RS01520	39
ABI745_HiSeqL5L6	106867	106876		YPO_RS01520	9
ABI745_HiSeqL5L6	106915	106920		YPO_RS01520	5
ABI745_HiSeqL5L6	106969	107003		YPO_RS01520	34
ABI745_HiSeqL5L6	107048	107066		YPO_RS01520	18
ABI745_HiSeqL5L6	107264	107266		YPO_RS01520	2
ABI745_HiSeqL5L6	107304	107308		YPO_RS01520	4
ABI745_HiSeqL5L6	112267	112276		YPO_RS01550	9
ABI745_HiSeqL5L6	117717	117719		priA	2
ABI745_HiSeqL5L6	118532	118544		priA	12
ABI745_HiSeqL5L6	121827	121861		metJ	34
ABI745_HiSeqL5L6	123484	123500		YPO_RS01600	16
ABI745_HiSeqL5L6	124594	124595		YPO_RS01600	1
ABI745_HiSeqL5L6	124790	124800		YPO_RS01600	10
ABI745_HiSeqL5L6	125006	125024		YPO_RS01600	18
ABI745_HiSeqL5L6	127139	127165		YPO_RS01610	26
ABI745_HiSeqL5L6	127243	127246		YPO_RS01610	3
ABI745_HiSeqL5L6	127296	127298		YPO_RS01610	2
ABI745_HiSeqL5L6	127409	127421		YPO_RS01610	12
ABI745_HiSeqL5L6	127498	127522		YPO_RS01610	24
ABI745_HiSeqL5L6	127908	127934		YPO_RS01610	26
ABI745_HiSeqL5L6	129152	129157		YPO_RS01615	5
ABI745_HiSeqL5L6	132954	132957		malT	3
ABI745_HiSeqL5L6	136920	136924		malQ	4
ABI745_HiSeqL5L6	145474	145477		YPO_RS01685	3
ABI745_HiSeqL5L6	145587	145592		YPO_RS01685	5
ABI745_HiSeqL5L6	152274	152275		pckA	1
ABI745_HiSeqL5L6	155054	155072		YPO_RS01725	18
ABI745_HiSeqL5L6	155906	155924		YPO_RS01725	18
ABI745_HiSeqL5L6	156894	156901		YPO_RS01725	7
ABI745_HiSeqL5L6	159514	159525		mrcA	11
ABI745_HiSeqL5L6	163651	163658		hofQ	7
ABI745_HiSeqL5L6	167905	167924		YPO_RS01775	19
ABI745_HiSeqL5L6	170120	170132		rpe	12
ABI745_HiSeqL5L6	171235	171238		trpS	3
ABI745_HiSeqL5L6	172493	172502		cobA	9
ABI745_HiSeqL5L6	173034	173047		cobA	13
ABI745_HiSeqL5L6	175898	175903		YPO_RS01815	5
ABI745_HiSeqL5L6	177499	177511		YPO_RS01815	12
ABI745_HiSeqL5L6	178371	178380		YPO_RS01820	9
ABI745_HiSeqL5L6	183391	183398		YPO_RS01835	7
ABI745_HiSeqL5L6	183561	183570		YPO_RS01835	9
ABI745_HiSeqL5L6	187206	187224		YPO_RS01850	18
ABI745_HiSeqL5L6	187429	187434		YPO_RS01850	5
ABI745_HiSeqL5L6	188329	188334		YPO_RS01850	5
ABI745_HiSeqL5L6	188540	188559		YPO_RS01850	19
ABI745_HiSeqL5L6	189363	189368		YPO_RS01855	5
ABI745_HiSeqL5L6	190282	190283		YPO_RS01865	1
ABI745_HiSeqL5L6	190842	190863		YPO_RS01865	21
ABI745_HiSeqL5L6	190905	190936		YPO_RS01865	31
ABI745_HiSeqL5L6	191245	191247		YPO_RS01870	2
ABI745_HiSeqL5L6	191311	191318		YPO_RS01870	7
ABI745_HiSeqL5L6	191495	191504		YPO_RS01870	9
ABI745_HiSeqL5L6	191645	191676		YPO_RS01870	31
ABI745_HiSeqL5L6	193144	193145		YPO_RS01880	1
ABI745_HiSeqL5L6	194784	194786		YPO_RS01880	2
ABI745_HiSeqL5L6	195201	195208		crp	7
ABI745_HiSeqL5L6	199727	199735		YPO_RS01915	8
ABI745_HiSeqL5L6	200858	200861		tauA	3
ABI745_HiSeqL5L6	203571	203573		tauD	2
ABI745_HiSeqL5L6	205196	205200		YPO_RS01945	4
ABI745_HiSeqL5L6	208656	208665		kefG	9
ABI745_HiSeqL5L6	209156	209186		kefB	30
ABI745_HiSeqL5L6	209492	209508		kefB	16
ABI745_HiSeqL5L6	215763	215765		rpsG	2
ABI745_HiSeqL5L6	217858	217861		fusA	3
ABI745_HiSeqL5L6	224555	224558		rpsS	3
ABI745_HiSeqL5L6	225110	225115		rpsC	5
ABI745_HiSeqL5L6	227024	227032		rplN	8
ABI745_HiSeqL5L6	227483	227491		rplX	8
ABI745_HiSeqL5L6	227506	227509		rplE	3
ABI745_HiSeqL5L6	227879	227880		rplE	1
ABI745_HiSeqL5L6	231390	231395		secY	5
ABI745_HiSeqL5L6	232963	232983		rpsK	20
ABI745_HiSeqL5L6	234041	234044		rpoA	3
ABI745_HiSeqL5L6	234447	234448		rpoA	1
ABI745_HiSeqL5L6	236447	236453		YPO_RS02185	6
ABI745_HiSeqL5L6	241072	241077		def	5
ABI745_HiSeqL5L6	241684	241687		dprA	3
ABI745_HiSeqL5L6	245928	245984		YPO_RS02245	56
ABI745_HiSeqL5L6	246255	246271		YPO_RS02245	16
ABI745_HiSeqL5L6	246308	246330		YPO_RS02245	22
ABI745_HiSeqL5L6	246404	246416		YPO_RS02245	12
ABI745_HiSeqL5L6	246609	246615		YPO_RS02250	6
ABI745_HiSeqL5L6	246692	246717		YPO_RS02250	25
ABI745_HiSeqL5L6	247038	247043		YPO_RS02250	5
ABI745_HiSeqL5L6	247149	247163		YPO_RS02250	14
ABI745_HiSeqL5L6	247329	247447		YPO_RS02250	118
ABI745_HiSeqL5L6	247483	247497		YPO_RS02250	14
ABI745_HiSeqL5L6	249006	249025		actP	19
ABI745_HiSeqL5L6	251861	251863		acs	2
ABI745_HiSeqL5L6	253964	253982		gltP	18
ABI745_HiSeqL5L6	255588	255591		YPO_RS02280	3
ABI745_HiSeqL5L6	258473	258476		YPO_RS02285	3
ABI745_HiSeqL5L6	265731	265736		YPO_RS02340	5
ABI745_HiSeqL5L6	267764	267766		YPO_RS02345	2
ABI745_HiSeqL5L6	267844	267859		YPO_RS02345	15
ABI745_HiSeqL5L6	268799	268810		YPO_RS02345	11
ABI745_HiSeqL5L6	275272	275273		yedF	1
ABI745_HiSeqL5L6	277916	277918		metC	2
ABI745_HiSeqL5L6	279451	279465		YPO_RS02410	14
ABI745_HiSeqL5L6	280834	280861		YPO_RS02415	27
ABI745_HiSeqL5L6	281332	281351		YPO_RS02420	19
ABI745_HiSeqL5L6	281417	281452		YPO_RS02420	35
ABI745_HiSeqL5L6	283421	283426		YPO_RS02430	5
ABI745_HiSeqL5L6	285631	285634		YPO_RS02440	3
ABI745_HiSeqL5L6	285679	285682		YPO_RS02440	3
ABI745_HiSeqL5L6	287166	287180		YPO_RS02450	14
ABI745_HiSeqL5L6	287939	287952		YPO_RS02450	13
ABI745_HiSeqL5L6	289623	289637		YPO_RS02460	14
ABI745_HiSeqL5L6	299100	299123		YPO_RS02510	23
ABI745_HiSeqL5L6	300883	300892		YPO_RS02520	9
ABI745_HiSeqL5L6	302128	302132		YPO_RS02525	4
ABI745_HiSeqL5L6	302993	303002		YPO_RS02530	9
ABI745_HiSeqL5L6	304118	304132		YPO_RS02530	14
ABI745_HiSeqL5L6	307731	307733		YPO_RS02550	2
ABI745_HiSeqL5L6	311486	311506		YPO_RS02555	20
ABI745_HiSeqL5L6	312769	312783		yapK	14
ABI745_HiSeqL5L6	313228	313234		yapK	6
ABI745_HiSeqL5L6	313564	313567		yapK	3
ABI745_HiSeqL5L6	314212	314238		yapK	26
ABI745_HiSeqL5L6	322138	322141		lexA	3
ABI745_HiSeqL5L6	325381	325386		YPO_RS02605	5
ABI745_HiSeqL5L6	325771	325772		YPO_RS02605	1
ABI745_HiSeqL5L6	327616	327620		dnaB	4
ABI745_HiSeqL5L6	332265	332267		uvrA	2
ABI745_HiSeqL5L6	332311	332317		uvrA	6
ABI745_HiSeqL5L6	334997	334998		ssb1	1
ABI745_HiSeqL5L6	335064	335065		ssb1	1
ABI745_HiSeqL5L6	336426	336427		fucO	1
ABI745_HiSeqL5L6	336910	336915		fucO	5
ABI745_HiSeqL5L6	336955	336983		fucO	28
ABI745_HiSeqL5L6	340016	340040		rhaB	24
ABI745_HiSeqL5L6	341846	341858		rhaS	12
ABI745_HiSeqL5L6	342164	342176		rhaR	12
ABI745_HiSeqL5L6	342477	342496		rhaR	19
ABI745_HiSeqL5L6	343258	343260		rhaT	2
ABI745_HiSeqL5L6	343481	343512		rhaT	31
ABI745_HiSeqL5L6	343597	343610		rhaT	13
ABI745_HiSeqL5L6	346044	346052		YPO_RS02695	8
ABI745_HiSeqL5L6	347461	347507		YPO_RS02695	46
ABI745_HiSeqL5L6	351965	351967		aegA	2
ABI745_HiSeqL5L6	353598	353602		fdhF	4
ABI745_HiSeqL5L6	356770	356787		cutA	17
ABI745_HiSeqL5L6	357963	357967		YPO_RS02735	4
ABI745_HiSeqL5L6	365212	365228		epmB	16
ABI745_HiSeqL5L6	366953	366970		YPO_RS02780	17
ABI745_HiSeqL5L6	367835	367842		frdD	7
ABI745_HiSeqL5L6	369988	369995		frdA	7
ABI745_HiSeqL5L6	371041	371054		YPO_RS02805	13
ABI745_HiSeqL5L6	376525	376533		psd	8
ABI745_HiSeqL5L6	377481	377493		rsgA	12
ABI745_HiSeqL5L6	377875	377881		rsgA	6
ABI745_HiSeqL5L6	383900	383917		amiB	17
ABI745_HiSeqL5L6	385274	385289		mutL	15
ABI745_HiSeqL5L6	385939	385968		mutL	29
ABI745_HiSeqL5L6	386633	386634		mutL	1
ABI745_HiSeqL5L6	389075	389086		hflX	11
ABI745_HiSeqL5L6	390461	390463		hflK	2
ABI745_HiSeqL5L6	392485	392514		YPO_RS02890	29
ABI745_HiSeqL5L6	401040	401063		YPO_RS02925	23
ABI745_HiSeqL5L6	401397	401570		YPO_RS02930	173
ABI745_HiSeqL5L6	401745	401753		YPO_RS02930	8
ABI745_HiSeqL5L6	401891	401893		YPO_RS02930	2
ABI745_HiSeqL5L6	401893	401900		YPO_RS02935	7
ABI745_HiSeqL5L6	401987	402023		YPO_RS02935	36
ABI745_HiSeqL5L6	402176	402257		YPO_RS02935	81
ABI745_HiSeqL5L6	402868	402869		YPO_RS02935	1
ABI745_HiSeqL5L6	403092	403102		YPO_RS02940	10
ABI745_HiSeqL5L6	403472	403493		YPO_RS02940	21
ABI745_HiSeqL5L6	403668	403689		YPO_RS02940	21
ABI745_HiSeqL5L6	410364	410398		YPO_RS02965	34
ABI745_HiSeqL5L6	410888	410891		YPO_RS02965	3
ABI745_HiSeqL5L6	413822	413836		YPO_RS02985	14
ABI745_HiSeqL5L6	415834	415852		YPO_RS02990	18
ABI745_HiSeqL5L6	421766	421768		ptsP	2
ABI745_HiSeqL5L6	422026	422029		ptsP	3
ABI745_HiSeqL5L6	422786	422787		ptsP	1
ABI745_HiSeqL5L6	423091	423100		ptsP	9
ABI745_HiSeqL5L6	424445	424448		YPO_RS03030	3
ABI745_HiSeqL5L6	425574	425594		lsrF	20
ABI745_HiSeqL5L6	428522	428526		lsrD	4
ABI745_HiSeqL5L6	429020	429021		lsrC	1
ABI745_HiSeqL5L6	429695	429701		lsrA	6
ABI745_HiSeqL5L6	429746	429752		lsrA	6
ABI745_HiSeqL5L6	433550	433557		lsrK	7
ABI745_HiSeqL5L6	435834	435846		YPO_RS03085	12
ABI745_HiSeqL5L6	438293	438300		YPO_RS03095	7
ABI745_HiSeqL5L6	438638	438647		YPO_RS03095	9
ABI745_HiSeqL5L6	446134	446141		YPO_RS03120	7
ABI745_HiSeqL5L6	446249	446259		YPO_RS03120	10
ABI745_HiSeqL5L6	450246	450255		prfC	9
ABI745_HiSeqL5L6	450970	450985		prfC	15
ABI745_HiSeqL5L6	452904	452907		YPO_RS03165	3
ABI745_HiSeqL5L6	453304	453312		YPO_RS03165	8
ABI745_HiSeqL5L6	455985	455992		YPO_RS03175	7
ABI745_HiSeqL5L6	466163	466173		nadR	10
ABI745_HiSeqL5L6	466803	466815		YPO_RS03220	12
ABI745_HiSeqL5L6	471754	471759		YPO_RS03240	5
ABI745_HiSeqL5L6	473148	473156		YPO_RS03245	8
ABI745_HiSeqL5L6	476599	476642		sltY	43
ABI745_HiSeqL5L6	482176	482179		arcA	3
ABI745_HiSeqL5L6	487779	487802		thrC	23
ABI745_HiSeqL5L6	493933	493946		YPO_RS03330	13
ABI745_HiSeqL5L6	494721	494735		YPO_RS03330	14
ABI745_HiSeqL5L6	496786	496794		satP	8
ABI745_HiSeqL5L6	501755	501761		nhaA	6
ABI745_HiSeqL5L6	505667	505675		ileS	8
ABI745_HiSeqL5L6	505819	505822		ileS	3
ABI745_HiSeqL5L6	506920	506928		ileS	8
ABI745_HiSeqL5L6	508057	508060		lspA	3
ABI745_HiSeqL5L6	510134	510138		YPO_RS03400	4
ABI745_HiSeqL5L6	510346	510360		YPO_RS03400	14
ABI745_HiSeqL5L6	517963	517969		YPO_RS03425	6
ABI745_HiSeqL5L6	518690	518692		YPO_RS03430	2
ABI745_HiSeqL5L6	518741	518781		YPO_RS03430	40
ABI745_HiSeqL5L6	520164	520190		YPO_RS03440	26
ABI745_HiSeqL5L6	522672	522673		apaG	1
ABI745_HiSeqL5L6	522911	522949		apaG	38
ABI745_HiSeqL5L6	526425	526432		lptD	7
ABI745_HiSeqL5L6	537795	537835		tssF	40
ABI745_HiSeqL5L6	541828	541829		tssH	1
ABI745_HiSeqL5L6	542981	542986		vgrG	5
ABI745_HiSeqL5L6	544153	544168		vgrG	15
ABI745_HiSeqL5L6	544296	544307		vgrG	11
ABI745_HiSeqL5L6	550413	550427		tssK	14
ABI745_HiSeqL5L6	550984	550985		tssK	1
ABI745_HiSeqL5L6	552909	552919		tssM	10
ABI745_HiSeqL5L6	554056	554075		tssM	19
ABI745_HiSeqL5L6	556002	556012		tssM	10
ABI745_HiSeqL5L6	556052	556062		tssM	10
ABI745_HiSeqL5L6	558628	558631		rapA	3
ABI745_HiSeqL5L6	562282	562284		YPO_RS03600	2
ABI745_HiSeqL5L6	565055	565061		thiP	6
ABI745_HiSeqL5L6	571251	571253		YPO_RS03635	2
ABI745_HiSeqL5L6	571346	571369		YPO_RS03635	23
ABI745_HiSeqL5L6	571561	571603		YPO_RS03635	42
ABI745_HiSeqL5L6	572105	572116		YPO_RS03640	11
ABI745_HiSeqL5L6	572464	572494		YPO_RS03640	30
ABI745_HiSeqL5L6	573013	573035		YPO_RS03640	22
ABI745_HiSeqL5L6	573140	573179		YPO_RS03645	39
ABI745_HiSeqL5L6	573307	573317		YPO_RS03645	10
ABI745_HiSeqL5L6	574024	574035		leuD	11
ABI745_HiSeqL5L6	574982	574989		leuC	7
ABI745_HiSeqL5L6	575497	575518		leuC	21
ABI745_HiSeqL5L6	575630	575634		leuC	4
ABI745_HiSeqL5L6	578559	578564		YPO_RS03670	5
ABI745_HiSeqL5L6	582863	582875		YPO_RS03685	12
ABI745_HiSeqL5L6	584455	584463		ilvI	8
ABI745_HiSeqL5L6	584605	584620		ilvI	15
ABI745_HiSeqL5L6	584700	584702		ilvI	2
ABI745_HiSeqL5L6	585902	585905		ilvN	3
ABI745_HiSeqL5L6	586659	586684		YPO_RS03700	25
ABI745_HiSeqL5L6	586814	586826		YPO_RS03700	12
ABI745_HiSeqL5L6	588789	588793		YPO_RS03710	4
ABI745_HiSeqL5L6	590316	590338		mraZ	22
ABI745_HiSeqL5L6	590839	590846		rsmH	7
ABI745_HiSeqL5L6	592027	592036		YPO_RS03735	9
ABI745_HiSeqL5L6	592405	592422		YPO_RS03735	17
ABI745_HiSeqL5L6	593284	593310		YPO_RS03735	26
ABI745_HiSeqL5L6	595518	595528		murF	10
ABI745_HiSeqL5L6	595784	595796		murF	12
ABI745_HiSeqL5L6	596770	596823		mraY	53
ABI745_HiSeqL5L6	597292	597295		mraY	3
ABI745_HiSeqL5L6	597579	597580		murD	1
ABI745_HiSeqL5L6	599518	599520		ftsW	2
ABI745_HiSeqL5L6	600897	600944		murG	47
ABI745_HiSeqL5L6	601387	601391		murC	4
ABI745_HiSeqL5L6	602361	602367		murC	6
ABI745_HiSeqL5L6	603583	603587		YPO_RS03775	4
ABI745_HiSeqL5L6	606546	606555		ftsZ	9
ABI745_HiSeqL5L6	608637	608641		YPO_RS03800	4
ABI745_HiSeqL5L6	610036	610044		secA	8
ABI745_HiSeqL5L6	610756	610758		secA	2
ABI745_HiSeqL5L6	611444	611447		secA	3
ABI745_HiSeqL5L6	612648	612649		mutT	1
ABI745_HiSeqL5L6	613220	613231		YPO_RS03820	11
ABI745_HiSeqL5L6	613431	613464		YPO_RS03820	33
ABI745_HiSeqL5L6	613903	613977		YPO_RS03825	74
ABI745_HiSeqL5L6	614039	614058		YPO_RS03825	19
ABI745_HiSeqL5L6	614119	614130		YPO_RS03825	11
ABI745_HiSeqL5L6	614173	614178		YPO_RS03825	5
ABI745_HiSeqL5L6	614326	614329		YPO_RS03825	3
ABI745_HiSeqL5L6	614537	614569		YPO_RS03825	32
ABI745_HiSeqL5L6	614809	614812		YPO_RS03825	3
ABI745_HiSeqL5L6	620918	620922		YPO_RS03880	4
ABI745_HiSeqL5L6	624598	624604		YPO_RS03890	6
ABI745_HiSeqL5L6	626360	626364		YPO_RS03895	4
ABI745_HiSeqL5L6	626671	626682		YPO_RS03895	11
ABI745_HiSeqL5L6	629135	629136		sstT	1
ABI745_HiSeqL5L6	629167	629179		sstT	12
ABI745_HiSeqL5L6	634200	634203		yapG	3
ABI745_HiSeqL5L6	641430	641453		YPO_RS03945	23
ABI745_HiSeqL5L6	641566	641571		YPO_RS03945	5
ABI745_HiSeqL5L6	641993	642002		YPO_RS03945	9
ABI745_HiSeqL5L6	643047	643055		YPO_RS03950	8
ABI745_HiSeqL5L6	644920	644967		YPO_RS03960	47
ABI745_HiSeqL5L6	645928	645960		YPO_RS03965	32
ABI745_HiSeqL5L6	649255	649257		YPO_RS03975	2
ABI745_HiSeqL5L6	650032	650042		cdiA	10
ABI745_HiSeqL5L6	650708	650709		cdiA	1
ABI745_HiSeqL5L6	652816	652833		cdiA	17
ABI745_HiSeqL5L6	654754	654764		cdiA	10
ABI745_HiSeqL5L6	655307	655310		cdiA	3
ABI745_HiSeqL5L6	659211	659221		cdiI	10
ABI745_HiSeqL5L6	661013	661018		YPO_RS04010	5
ABI745_HiSeqL5L6	662343	662365		yapF	22
ABI745_HiSeqL5L6	664002	664003		yapF	1
ABI745_HiSeqL5L6	664219	664224		YPO_RS04025	5
ABI745_HiSeqL5L6	664827	664841		YPO_RS04025	14
